ChEMBL ID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,PSA,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX ApKa,CX BpKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA Lipinski,HBD Lipinski,#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,Smiles
CHEMBL1892201,MOFEBUTAZONE,MOFEBUTAZONE|MONOPHENYLBUTAZONE,Small molecule,0,232.28,8.0,27.0,1.87,49.41,2,1,0,4,N,0.81,5.61,None,2.25,0.63,1,MOL,0,17,4,1,0,232.1212,ACID,C13H16N2O2,CCCCC1C(=O)NN(c2ccccc2)C1=O
CHEMBL1200736,MAGNESIUM CARBONATE,ANDREWS|C.I. 77713|E504|LIGHT MAGNESIUM CARBONATE|MAG CARB|MAG CARB AROM|MAG CARB CO|MAGNESITE|MAGNESIUM CARBONATE|NSC-83511,Small molecule,4,84.31,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,83.9698,None,CMgO3,O=C([O-])[O-].[Mg+2]
CHEMBL1095282,CAMAZEPAM,CAMAZEPAM,Small molecule,0,371.82,3.0,20.0,3.18,62.21,4,0,0,2,N,0.81,None,None,3.34,3.34,2,MOL,0,26,6,0,0,371.1037,NEUTRAL,C19H18ClN3O3,CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O
CHEMBL2105945,ACENEURAMIC ACID,ACENEURAMIC ACID|UX001,Small molecule,3,309.27,1.0,1.0,-4.03,184.62,8,7,1,9,N,0.21,2.95,None,-3.95,-7.43,0,MOL,0,21,10,7,1,309.106,ACID,C11H19NO9,CC(=O)N[C@H]([C@@H](O)CC(=O)C(=O)O)[C@@H](O)[C@H](O)[C@H](O)CO
CHEMBL63857,PHENOLPHTHALEIN,ALOPHEN|Ex-Lax|PHENOLPHTHALEIN|Prulet,Small molecule,4,318.33,64.0,124.0,3.56,66.76,4,2,0,2,N,0.71,9.16,None,4.35,4.35,3,MOL,0,24,4,2,0,318.0892,NEUTRAL,C20H14O4,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
CHEMBL409,BICALUTAMIDE,"BICALUTAMIDE|Calutide|Casodex|Cosudex|ICI 176,334|ICI-176334|ICI176,334-1|Kalumid",Small molecule,4,430.38,720.0,1086.0,2.88,107.26,5,2,0,5,N,0.56,11.78,None,2.71,2.71,2,MOL,0,29,6,2,0,430.061,NEUTRAL,C18H14F4N2O4S,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
CHEMBL3833347,DEANOL ACEGLUMATE,DEANOL|DEANOL ACEGLUMATE,Small molecule,4,278.3,,,-0.56,103.70,3,3,0,5,N,0.54,3.43,None,-1.11,-7.51,0,MOL,0,13,6,3,0,189.0637,ACID,C11H22N2O6,CC(=O)NC(CCC(=O)O)C(=O)O.CN(C)CCO
CHEMBL1201084,SODIUM IODIDE I 131,HICON|IODOTOPE|Iodotope I-131|Iodotope Therapeutic|Oriodide|Radiocaps-131|SODIUM IODIDE (131I)|SODIUM IODIDE (131I) CAPSULES|SODIUM IODIDE I 131|SODIUM IODIDE I-131|Theriodide|Tracervial-131,Small molecule,4,153.9,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,1,None,None,None,None,149.8942,None,INa,[131I-].[Na+]
CHEMBL746,NEDOCROMIL,FPL 59002|FPL-59002|NEDOCROMIL|Nedocromil,Small molecule,4,371.35,12.0,57.0,2.48,126.81,6,2,0,5,N,0.66,2.06,None,2.50,-4.52,3,MOL,0,27,8,2,0,371.1005,ACID,C19H17NO7,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12
CHEMBL1436,CEFUROXIME,640/359|CEFUROXIME|Cefuroxime|Cefuroximine|Kefurox|Zinacef,Small molecule,4,424.39,135.0,1426.0,-0.54,173.76,9,3,0,7,N,0.30,2.96,None,-0.90,-4.38,1,MOL,0,29,12,4,1,424.0689,ACID,C16H16N4O8S,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1
CHEMBL374731,TELBIVUDINE,LDT-600|LDT600|NV-02B|SEBIVO|TELBIVUDINE|Tyzeka,Small molecule,4,242.23,20.0,133.0,-1.51,104.55,6,3,0,2,N,0.58,9.96,None,-1.12,-1.12,1,MOL,0,17,7,3,0,242.0903,NEUTRAL,C10H14N2O5,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O
CHEMBL3707255,EPOMEDIOL,EPOMEDIOL,Small molecule,0,186.25,2.0,3.0,0.69,49.69,3,2,0,0,Y,0.58,13.61,None,0.20,0.20,0,MOL,0,13,3,2,0,186.1256,NEUTRAL,C10H18O3,CC1(C)OC2(C)C(O)CC1CC2O
CHEMBL1901349,CALCIUM PANTOTHENATE,CALCIUM PANTOTHENATE|Calcium Pantothenate|Calpan|Pantholin,Small molecule,0,476.54,6.0,12.0,-1.04,106.86,4,4,0,6,N,0.46,4.35,None,-1.36,-4.28,0,MOL,0,15,6,4,0,219.1107,ACID,C18H32CaN2O10,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-].CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-].[Ca+2]
CHEMBL2104859,PIRISUDANOL,PIRISUDANOL,Small molecule,0,340.38,,,0.52,109.19,8,2,0,9,N,0.63,9.44,8.38,-0.76,-1.58,1,MOL,0,24,8,2,0,340.1634,NEUTRAL,C16H24N2O6,Cc1ncc(COC(=O)CCC(=O)OCCN(C)C)c(CO)c1O
CHEMBL1531134,MELPERONE,FG 5111|FG-5111|FLUBUPERONE|MELPERONE,Small molecule,3,263.36,12.0,36.0,3.52,20.31,2,0,0,5,N,0.76,None,8.90,3.23,1.72,1,MOL,0,19,2,0,0,263.1685,BASE,C16H22FNO,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1
CHEMBL95,TACRINE,TACRINE|Tacrine,Small molecule,4,198.27,237.0,3520.0,2.70,38.91,2,1,0,0,Y,0.71,None,8.95,2.63,1.25,2,MOL,0,15,2,2,0,198.1157,BASE,C13H14N2,Nc1c2c(nc3ccccc13)CCCC2
CHEMBL528,CEFTIZOXIME,CEFTIZOXIME|Cefizox|Ceftizoxime|FK-749,Small molecule,4,383.41,26.0,192.0,-0.56,147.21,9,3,0,5,N,0.35,2.66,3.60,-0.94,-3.61,1,MOL,0,25,10,4,0,383.0358,ACID,C13H13N5O5S2,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1
CHEMBL491473,CEDIRANIB,AZD-2171|AZD2171|CEDIRANIB|Cediranib|Recentin|ZD-2171,Small molecule,3,450.51,492.0,927.0,5.22,72.50,6,1,1,8,N,0.37,None,9.14,4.13,2.39,4,MOL,0,33,7,1,1,450.2067,BASE,C25H27FN4O3,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1
CHEMBL47298,TILORONE,Amixin IC|TILORONE,Small molecule,0,410.56,31.0,80.0,4.34,42.01,5,0,0,12,N,0.44,None,8.89,4.26,1.84,2,MOL,0,30,5,0,0,410.2569,BASE,C25H34N2O3,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2
CHEMBL1908391,MASITINIB,AB-1010|Kinavet|MASITINIB|Masitinib|Masivet,Small molecule,3,498.66,484.0,756.0,5.26,73.39,7,2,1,7,N,0.36,12.70,7.84,4.97,4.39,4,MOL,0,36,7,2,1,498.2202,NEUTRAL,C28H30N6OS,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1
CHEMBL1533,DESOGESTREL,AIZEA|CERAZETTE|CERELLE|DESOGESTREL|DESOMONO|FEANOLLA|NACREZ|ORG 2969|ORG-2969|ZELLETA,Small molecule,4,310.48,10.0,19.0,4.87,20.23,1,1,0,1,N,0.54,None,None,4.42,4.42,0,MOL,0,23,1,1,0,310.2297,NEUTRAL,C22H30O,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC
CHEMBL1908372,CEFBUPERAZONE,BMY-25182|CEFBUPERAZONE|CEFBUPERAZONE SODIUM|T-1982,Small molecule,0,627.66,5.0,24.0,-2.84,229.49,14,4,2,10,N,0.09,3.17,None,-1.99,-5.44,1,MOL,0,42,18,4,2,627.153,ACID,C22H29N9O9S2,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@]2(OC)C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@@H]32)[C@H](C)O)C(=O)C1=O
CHEMBL1201774,SAPROPTERIN,DAPROTERIN|SAPROPTERIN,Small molecule,4,241.25,4.0,18.0,-1.29,136.55,8,6,1,2,N,0.38,13.10,2.82,-1.29,-1.29,1,MOL,0,17,8,7,1,241.1175,NEUTRAL,C9H15N5O3,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)nc(O)c2N1
CHEMBL1697834,DICHLORALPHENAZONE,DICHLORALPHENAZONE|Dichloralphenazone,Small molecule,0,519.04,1.0,1.0,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,515.9347,None,C15H18Cl6N2O5,Cc1cc(=O)n(-c2ccccc2)n1C.OC(O)C(Cl)(Cl)Cl.OC(O)C(Cl)(Cl)Cl
CHEMBL439,SULFADIAZINE,Adiazine|Coco-diazine|Diazyl|NSC-35600|SSD|SULFACOMBIN|SULFADIAZINE|SULFADIAZINE (TRISULFAPYRIMIDINES)|SULPHADIAZINE|Sildaflo|Silvadene|Sulfadiazine|Sulfapyrimidine|Sulfolex|Sulphadiazine|Thermazene,Small molecule,4,250.28,167.0,838.0,0.86,97.97,5,2,0,3,N,0.79,6.99,2.01,0.39,-0.05,2,MOL,0,17,6,3,0,250.0524,NEUTRAL,C10H10N4O2S,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
CHEMBL3707299,ALOGLUTAMOL,ALOGLUTAMOL,Small molecule,0,377.28,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,256.0375,None,C10H24AlNO12,NC(CO)(CO)CO.O=C(O[Al](O)O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
CHEMBL1201284,CINACALCET,AMG 073|AMG-073|AMG073|CINACALCET|KRN-1493|KRN1493|Sensipar,Small molecule,4,357.42,20.0,46.0,6.14,12.03,1,1,1,6,N,0.52,None,10.01,6.27,3.75,3,MOL,0,26,1,1,1,357.1704,BASE,C22H22F3N,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12
CHEMBL2359093,ROSE BENGAL SODIUM,ROSE BENGAL SODIUM,Small molecule,4,1017.64,23.0,83.0,9.00,87.74,4,2,2,2,N,0.09,2.55,1.89,8.78,3.69,2,MOL,0,33,5,2,2,971.4992,ACID,C20H2Cl4I4Na2O5,O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12.[Na+].[Na+]
CHEMBL2103877,EFINACONAZOLE,EFINACONAZOLE|IDP-108|JUBLIA|KP-103,Small molecule,4,348.4,2.0,3.0,2.48,54.18,5,1,0,5,N,0.84,12.69,7.44,2.24,1.92,2,MOL,0,25,5,1,0,348.1762,NEUTRAL,C18H22F2N4O,C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1
CHEMBL3707289,DIHYDROERGOCRYPTINE MESYLATE,DIHYDROERGOCRYPTINE MESYLATE,Small molecule,0,673.83,,,2.52,118.21,6,3,1,5,N,0.50,9.69,8.39,3.43,2.55,2,MOL,0,42,10,3,1,577.3264,NEUTRAL,C33H47N5O8S,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CS(=O)(=O)O
CHEMBL198362,RIVAROXABAN,BAY 59-7939|BAY-59-7939|JNJ-39039039|JNJ39039039|RIVAROXABAN|Xarelto,Small molecule,4,435.89,23.0,146.0,2.52,88.18,6,1,0,5,N,0.78,13.60,None,1.90,1.90,2,MOL,0,29,8,1,0,435.0656,NEUTRAL,C19H18ClN3O5S,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1
CHEMBL507870,TELAVANCIN,TELAVANCIN,Small molecule,4,1755.66,80.0,1167.0,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,1753.6374,None,C80H106Cl2N11O27P,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c5cc(O)c(CNCP(=O)(O)O)c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O
CHEMBL2106111,CALCIUM LACTATE,CALCIUM LACTATE|E-327|INS NO.327|INS-327|INS-327-|Prequist Powder,Small molecule,4,218.22,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,218.0103,None,C6H10CaO6,CC(O)C(=O)[O-].CC(O)C(=O)[O-].[Ca+2]
CHEMBL104943,MONOETHANOLAMINE,MONOETHANOLAMINE|MONOETHANOLAMINE OLEATE,Small molecule,0,61.08,9.0,21.0,-1.06,46.25,2,2,0,1,Y,0.41,None,9.55,-1.32,-3.42,0,MOL,0,4,2,3,0,61.0528,BASE,C2H7NO,NCCO
CHEMBL290106,BITHIONOL,BITHIONOL|Lorothidol,Small molecule,4,356.06,184.0,930.0,5.86,40.46,3,2,1,2,N,0.71,4.89,None,5.97,3.98,2,MOL,0,19,2,2,1,353.8843,ACID,C12H6Cl4O2S,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O
CHEMBL1096643,PHENGLUTARIMIDE,PHENGLUTARIMIDE,Small molecule,0,288.39,1.0,1.0,2.09,49.41,3,1,0,6,N,0.82,11.70,9.96,2.00,-0.40,1,MOL,0,21,4,1,0,288.1838,BASE,C17H24N2O2,CCN(CC)CCC1(c2ccccc2)CCC(=O)NC1=O
CHEMBL895,NALBUPHINE,NALBUPHINE|Nalbuphine|Nubain,Small molecule,4,357.45,120.0,385.0,1.71,73.16,5,3,0,2,N,0.75,10.39,9.62,1.19,-0.73,1,MOL,0,26,5,3,0,357.194,BASE,C21H27NO4,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314
CHEMBL1095292,BRETYLIUM TOSYLATE,ASL-603|BRETYLIUM TOSILATE|BRETYLIUM TOSYLATE|BRETYLOL,Small molecule,4,414.37,22.0,85.0,3.05,0.00,0,0,0,3,N,0.72,None,None,-1.12,-1.12,1,MOL,0,13,1,0,0,242.0539,NEUTRAL,C18H24BrNO3S,CC[N+](C)(C)Cc1ccccc1Br.Cc1ccc(S(=O)(=O)[O-])cc1
CHEMBL2107816,RADIUM RA 223 DICHLORIDE,BAY 88-8223|BAY-88-8223|BAY88-8223|RADIUM (223RA) DICHLORIDE|RADIUM CHLORIDE RA-223|RADIUM RA 223 DICHLORIDE|RADIUM RA-223 DICHLORIDE|RADIUM-223 CHLORIDE|XOFIGO,Small molecule,4,293.92,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,1,None,None,None,None,292.9562,None,Cl2Ra,[223Ra+2].[Cl-].[Cl-]
CHEMBL11359,CISPLATIN,CIS-DDP|CIS-PLATINUM II|CISPLATIN|Cisplatinum|INT-230-6 COMPONENT CISPLATIN|INT230-6 COMPONENT CISPLATIN|LIPLACIS|NSC-119875|PLATINOL-AQ|Platinol|cis-diamminedichloroplatinum(II),Small molecule,4,300.05,840.0,4111.0,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,1,None,None,None,None,296.9399,None,H6Cl2N2Pt+2,
CHEMBL728,PROCHLORPERAZINE,COMPRO|Compazine|PROCHLORPERAZINE|PROCHLORPERAZINE MESILATE|Prochlorperazine|STEMETIL EFF,Small molecule,4,373.95,177.0,956.0,4.58,9.72,4,0,0,4,N,0.78,None,7.99,4.38,3.69,2,MOL,0,25,3,0,0,373.1379,NEUTRAL,C20H24ClN3S,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
CHEMBL1276308,MIFEPRISTONE,KORLYM|MIFEGYNE|MIFEPRISTONE|Mifeprex|RU 38486|RU 486|RU-38486|RU-486|RU486,Small molecule,4,429.6,207.0,1537.0,5.41,40.54,3,1,1,2,N,0.64,12.87,4.89,5.13,5.13,1,MOL,0,32,3,1,1,429.2668,NEUTRAL,C29H35NO2,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
CHEMBL75880,PERHEXILINE,PERHEXILINE,Small molecule,4,277.5,132.0,1916.0,5.30,12.03,1,1,1,4,N,0.74,None,10.58,5.53,2.62,0,MOL,0,20,1,1,1,277.277,BASE,C19H35N,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1
CHEMBL165790,IPRIFLAVONE,IPRIFLAVONE,Small molecule,0,280.32,155.0,645.0,4.25,39.44,3,0,0,3,N,0.72,None,None,3.95,3.95,3,MOL,0,21,3,0,0,280.1099,NEUTRAL,C18H16O3,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1
CHEMBL878,METOLAZONE,Diulo|METENIX|METOLAZONE|Mykrox|SR 720-22|SR-720-22|XURET|Zaroxolyn,Small molecule,4,365.84,145.0,441.0,2.71,92.50,4,2,0,2,N,0.86,9.54,None,2.94,2.94,2,MOL,0,24,6,3,0,365.0601,NEUTRAL,C16H16ClN3O3S,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
CHEMBL376140,TIGECYCLINE,TIGECYCLINE|Tygacil|WAY-GAR-936,Small molecule,4,585.66,111.0,2021.0,0.51,205.76,11,7,3,6,N,0.18,2.84,8.61,-3.26,-3.41,1,MOL,0,42,13,8,3,585.2799,ZWITTERION,C29H39N5O8,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O
CHEMBL2103959,GITOFORMATE,GITOFORMATE,Small molecule,0,921.0,,,3.12,233.41,19,1,2,17,N,0.10,6.82,None,4.18,3.50,0,MOL,0,65,19,1,2,920.4042,NEUTRAL,C46H64O19,C[C@H]1O[C@@H](O[C@H]2[C@@H](OC=O)C[C@H](O[C@H]3[C@@H](OC=O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)[C@@H](OC=O)C[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](OC=O)[C@@H]1OC=O
CHEMBL1200862,METYROSINE,Demser|L-588357-0|METIROSINE|METYROSINE|MK-781,Small molecule,4,195.22,120.0,326.0,0.74,83.55,3,3,0,3,N,0.66,2.06,9.93,-1.06,-1.06,1,MOL,0,14,4,4,0,195.0895,ZWITTERION,C10H13NO3,C[C@](N)(Cc1ccc(O)cc1)C(=O)O
CHEMBL1200436,OXANDROLONE,ANAVAR|NSC-67068|OXANDROLONE|OXANDROLONE CIII|Oxandrin|SC 11585|SC-11585,Small molecule,4,306.45,8.0,45.0,3.54,46.53,3,1,0,0,N,0.70,None,None,2.95,2.95,0,MOL,0,22,3,1,0,306.2195,NEUTRAL,C19H30O3,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
CHEMBL1361347,CLOPAMIDE,Aquex|CHLOSUDIMEPRIMYLUM|CLOPAMIDE|DT-327,Small molecule,0,345.85,18.0,21.0,1.90,92.50,4,2,0,3,N,0.87,8.85,1.32,1.59,1.57,1,MOL,0,22,6,3,0,345.0914,NEUTRAL,C14H20ClN3O3S,CC1CCCC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
CHEMBL462605,PITOLISANT,"BF-2.649|BF-2649|BF2.649|HBS-101|PITOLISANT|Pitolisant|Tiprolisant|Wakix|Wakix, Europe",Small molecule,4,295.85,12.0,43.0,4.17,12.47,2,0,0,8,N,0.67,None,9.67,4.12,1.87,1,MOL,0,20,2,0,0,295.1703,BASE,C17H26ClNO,Clc1ccc(CCCOCCCN2CCCCC2)cc1
CHEMBL1200495,HYDROCORTISONE SODIUM SUCCINATE,A-hydrocort|HCSS|HYDROCORTISONE 21-SODIUM SUCCINATE|HYDROCORTISONE SODIUM SUCCINATE|NSC-9152|SOLU-CORTEF|Solu-cortef,Small molecule,4,484.52,15.0,27.0,2.20,138.20,7,3,0,6,N,0.51,3.66,None,1.54,-1.78,0,MOL,0,33,8,3,0,462.2254,ACID,C25H33NaO8,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-].[Na+]
CHEMBL451930,PLITIDEPSIN,APLIDIN|APLIDINE|PLITIDEPSIN,Small molecule,2,1110.36,1.0,2.0,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,1109.626,None,C57H87N7O15,CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C(C)=O)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O
CHEMBL455917,CHLORAL HYDRATE,CHLORAL HYDRATE|Chloral Hydrate|NSC-3210|Noctec|SK-Chloral Hydrate,Small molecule,4,165.4,7.0,14.0,0.67,40.46,2,2,0,0,Y,0.41,9.51,None,0.69,0.69,0,MOL,0,7,2,2,0,163.9199,NEUTRAL,C2H3Cl3O2,OC(O)C(Cl)(Cl)Cl
CHEMBL438,SULFAMERAZINE,Mesulfa|Methypyrimal|SULFAMERAZINE|SULFAMERAZINE (TRISULFAPYRIMIDINES)|Sulfamerazine|Sulfamethyldiazine|Sumedin,Small molecule,4,264.31,127.0,319.0,1.17,97.97,5,2,0,3,N,0.81,6.99,2.00,0.52,0.08,2,MOL,0,18,6,3,0,264.0681,NEUTRAL,C11H12N4O2S,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1
CHEMBL887,RASAGILINE,AGN-1135|Azilect|RASAGILINE|TV-1030,Small molecule,4,171.24,20.0,184.0,1.90,12.03,1,1,0,2,Y,0.67,None,8.40,2.30,1.27,1,MOL,0,13,1,1,0,171.1048,NEUTRAL,C12H13N,C#CCN[C@@H]1CCc2ccccc21
CHEMBL1201033,IPODATE SODIUM,BILIVIST|IPODATE SODIUM|Oragrafin Sodium|SODIUM IOPODATE|SODIUM IPODATE,Small molecule,4,619.94,2.0,3.0,3.74,52.90,2,1,1,5,N,0.32,1.99,4.16,3.40,1.00,1,MOL,0,19,4,1,1,597.8111,ACID,C12H12I3N2NaO2,CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)[O-])c1I.[Na+]
CHEMBL2105039,HISTAPYRRODINE,HISTAPYRRODINE,Small molecule,0,280.42,,,3.79,6.48,2,0,0,6,N,0.79,None,9.27,4.23,2.37,2,MOL,0,21,2,0,0,280.1939,BASE,C19H24N2,c1ccc(CN(CCN2CCCC2)c2ccccc2)cc1
CHEMBL2103827,DROXIDOPA,DOPS|DROXIDOPA|L-DOPS|NORTHERA,Small molecule,4,213.19,5.0,12.0,-0.46,124.01,5,5,0,3,N,0.43,1.46,8.72,-2.71,-2.73,1,MOL,0,15,6,6,1,213.0637,ZWITTERION,C9H11NO5,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1
CHEMBL61006,PHENYLPROPANOLAMINE,PHENYLPROPANOLAMINE,Small molecule,4,151.21,13.0,36.0,1.07,46.25,2,2,0,2,Y,0.66,13.90,9.37,0.89,-1.05,1,MOL,0,11,2,3,0,151.0997,BASE,C9H13NO,CC(N)C(O)c1ccccc1
CHEMBL880,FAMCICLOVIR,BRL-42810|FAMCICLOVIR|Famvir,Small molecule,4,321.34,142.0,841.0,0.54,122.22,9,1,0,7,N,0.73,None,3.65,-0.48,-0.48,2,MOL,0,23,9,2,0,321.1437,NEUTRAL,C14H19N5O4,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O
CHEMBL127,MEROPENEM,"ICI 194,660|ICI-194660|MEROPENEM|MEROPENEM HYDRATE|MEROPENEM TRIHYDRATE|Merrem|Merrem i.v.|SM-7338",Small molecule,4,383.47,332.0,5938.0,-0.31,110.18,6,3,0,5,N,0.56,3.28,9.39,-4.35,-4.36,0,MOL,0,26,8,3,0,383.1515,ZWITTERION,C17H25N3O5S,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12
CHEMBL1201863,DEXLANSOPRAZOLE,DEXILANT|DEXILANT SOLUTAB|DEXLANSOPRAZOLE|Kapidex|LANSOPRAZOLE R-FORM|T-168390|TAK-390,Small molecule,4,369.37,8.0,11.0,3.52,67.87,4,1,0,5,N,0.75,9.35,4.16,3.03,3.03,3,MOL,0,25,5,1,0,369.0759,NEUTRAL,C16H14F3N3O2S,Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1
CHEMBL81,RALOXIFENE,Evista|J22.982B|LY-139481|RALOXIFENE|Raloxifene,Small molecule,4,473.59,203.0,1663.0,6.08,70.00,6,2,1,7,N,0.32,8.89,7.95,5.69,5.34,4,MOL,0,34,5,2,1,473.1661,NEUTRAL,C28H27NO4S,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
CHEMBL2106561,CADRALAZINE,CADRALAZINE,Small molecule,0,283.33,3.0,7.0,0.76,99.61,7,3,0,7,N,0.64,12.88,3.37,1.23,1.23,1,MOL,0,20,8,3,0,283.1644,NEUTRAL,C12H21N5O3,CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1
CHEMBL134,CLONIDINE,CATAPRES-TTS-1|CATAPRES-TTS-2|CATAPRES-TTS-3|CLONIDINE|Catapres|Clorpres|Combipres|Duraclon|ST-155-BS|ST-155BS,Small molecule,4,230.1,191.0,1283.0,2.17,36.42,1,2,0,1,Y,0.78,None,9.34,2.04,0.73,1,MOL,0,14,3,2,0,229.0174,BASE,C9H9Cl2N3,Clc1cccc(Cl)c1N=C1NCCN1
